names,date,budget,revenue
Insidious: Chapter 2,10/31/2013 ,5000000.0,161000000.0
Zombieland: Double Tap,10/17/2019 ,48000000.0,125213018.0
One Piece: Adventure of Nebulandia,12/19/2015 ,107600000.0,771238750.4
Grease,07/07/1978 ,6000000.0,387472317.0
Gangs of Lagos,04/07/2023 ,107200000.0,954532207.0
House of Wax,07/14/2005 ,35000000.0,70064800.0
House of Wax,07/14/2005 ,658000.0,23800000.0
Terminator 3: Rise of the Machines,07/17/2003 ,170000000.0,433058296.0
Paradise Highway,09/29/2022 ,147200000.0,572346763.4
Drive,10/26/2011 ,15000000.0,81357930.0
Oscar and the Lady in Pink,12/09/2009 ,95600000.0,305560367.8
Die Hard,10/06/1988 ,28000000.0,139434346.0
Insidious: The Last Key,01/05/2018 ,10000000.0,172811971.0
Onward,03/20/2020 ,200000000.0,133357601.0
Pathaan,01/25/2023 ,63000000.0,112000000.0
The Host,03/28/2013 ,50000000.0,64477051.0
Monkey King: Hero Is Back,07/10/2015 ,10000000.0,150000000.0
Van Helsing,05/05/2004 ,170000000.0,300150546.0
Puss in Book: Trapped in an Epic Tale,06/20/2017 ,111000000.0,347509904.0
That's My Boy,06/14/2012 ,70000000.0,58058367.0
The Imitation Game,12/19/2014 ,15000000.0,227328585.0
The Wandering Earth,02/08/2019 ,48000000.0,287716494.2
Barabbas,10/10/1962 ,98400000.0,376377287.0
Paranormal Activity,12/03/2009 ,450000.0,194183034.0
True Spirit,01/26/2023 ,63700000.0,763439177.6
Sexo,08/21/2001 ,77140000.0,202866374.4
The Nativity Story,11/30/2006 ,35000000.0,46309644.0
Independence Day: Resurgence,06/23/2016 ,165000000.0,384169424.0
A Delicious Flight,11/01/2015 ,76800000.0,858637629.0
Zack and Miri Make a Porno,02/19/2009 ,24000000.0,36856306.0
Tinker Bell,10/27/2008 ,48000000.0,214714340.0
Antlers,10/28/2021 ,17000000.0,18867659.0
28 Days Later,10/31/2002 ,5000000.0,85720385.0
Escape Room: Tournament of Champions,07/01/2021 ,15000000.0,53493064.0
Elemental,06/16/2023 ,203540000.0,178359863.0
Steven Universe: The Movie,09/02/2019 ,149200000.0,1180869057.8
Kubo and the Two Strings,08/18/2016 ,55000000.0,77548122.0
Once Upon a Time… in Hollywood,08/15/2019 ,95000000.0,374251247.0
The Fault in Our Stars,06/05/2014 ,12000000.0,307166834.0
Moses,12/20/1995 ,56600000.0,583921229.0
Special Forces,11/02/2011 ,10000000.0,3424648.0
Demonic,09/20/2021 ,3000000.0,4668109.0
Jack the Giant Slayer,03/21/2013 ,195000000.0,197687603.0
Paul,04/14/2011 ,40000000.0,101162106.0
Bad Boys II,09/18/2003 ,130000000.0,273271982.0
R.I.P.D.,09/12/2013 ,130000000.0,79076678.0
Brother Bear 2,08/17/2006 ,143000000.0,417354495.6
Rye Lane,03/31/2023 ,96200000.0,412160901.0
Knock Knock,09/23/2015 ,2000000.0,6328516.0
Silverton Siege,04/27/2022 ,100940000.0,750247009.4
Shadow in the Cloud,01/14/2021 ,6130000.0,1054290.0
Rocky Balboa,02/22/2007 ,24000000.0,156229050.0
The Valet,05/20/2022 ,105800000.0,667037174.8
The Little Mermaid,08/17/2018 ,161600000.0,704464322.4
#Alive,06/24/2020 ,6300000.0,13416285.0
Fairy Tail: Dragon Cry,05/06/2017 ,103400000.0,312788111.2
Mad Max Beyond Thunderdome,08/06/1985 ,10000000.0,36230219.0
What Happened at the Carpenter's Shop,03/05/2020 ,5503757.2,7.0
The Cabin in the Woods,06/14/2012 ,30000000.0,70683134.0
Akira,10/16/1990 ,8000000.0,2018608.0
"The Simpsons: The Good, the Bart, and the Loki",07/07/2021 ,117000000.0,594000622.0
Z-O-M-B-I-E-S 3,07/15/2022 ,36000000.0,141613530.8
Dawn of the Dead,06/10/2004 ,28000000.0,103452875.0
Dawn of the Dead,06/10/2004 ,1500000.0,55000000.0
Hunter Killer,11/01/2018 ,40000000.0,29312121.0
The Redeem Team,10/07/2022 ,98800000.0,580810039.6
Those Who Wish Me Dead,05/09/2021 ,20000000.0,23384502.0
Deep Water,03/18/2022 ,84200000.0,854645668.6
The Rite of Spring,09/30/2022 ,75500000.0,509726081.0
Over the Sky,11/27/2020 ,137000000.0,612148818.0
American Pie Presents: Band Camp,12/26/2005 ,10000000.0,75759759.8
Casino Royale,12/07/2006 ,102000000.0,594420216.0
Casino Royale,12/07/2006 ,12000000.0,41744718.0
Alvin and the Chipmunks,01/03/2008 ,55000000.0,362605033.0
The Outwaters,02/09/2023 ,148800000.0,948498291.2
First Blood,12/03/1982 ,14000000.0,125212904.0
Chronicle,02/01/2012 ,12000000.0,123681790.0
Descendants 2,07/28/2017 ,131400000.0,605380479.2
Dangerous Game: The Legacy Murders,10/21/2022 ,75000000.0,494257951.8
The BFG,06/30/2016 ,140000000.0,199646680.0
As in Heaven,02/10/2022 ,95600000.0,305560367.8
The Mystery of Marilyn Monroe: The Unheard Tapes,04/27/2022 ,77400000.0,431611098.0
Ocean's Eleven,01/10/2002 ,85000000.0,450728529.0
What Dreams May Come,10/15/1998 ,80000000.0,71485043.0
Let's Be Cops,11/13/2014 ,17000000.0,136621271.0
District 9,08/13/2009 ,30000000.0,212453431.0
Ballerina,01/12/2017 ,30000000.0,96589789.0
Kick-Ass,04/08/2010 ,28000000.0,97531134.0
Life of Pi,01/01/2013 ,120000000.0,619310368.0
Dead Silence,03/16/2007 ,20000000.0,20614661.0
Hell of Roses,12/05/1980 ,118800000.0,426024199.8
Wild Card,01/30/2015 ,30000000.0,4315789.0
Empire of Light,03/02/2023 ,6660004.0,5251349.0
Fifty Shades of Black,01/29/2016 ,5000000.0,22113075.0
Midsommar,08/08/2019 ,9000000.0,46754020.0
Dragon Ball: Yo! Son Goku and His Friends Return!!,09/21/2008 ,165000000.0,600004822.0
Aunt's Temptation 3,05/22/2020 ,123000000.0,603561958.8
Melissa P.,11/18/2005 ,6421098.6,5151936.0
The Da Vinci Code,05/18/2006 ,125000000.0,767820459.0
Dragon Ball Z: The History of Trunks,02/24/1993 ,75600000.0,454911144.6
Jackie Chan Kung Fu Master,07/03/2009 ,111500000.0,468076350.0
The Call of Sex,08/30/1979 ,124800000.0,834642911.6
Captain America: The Winter Soldier,04/03/2014 ,170000000.0,714401889.0
It Follows,04/13/2015 ,2000000.0,23236296.0
9 Bullets,06/23/2022 ,116000000.0,378399280.8
The Legend of Tarzan,06/30/2016 ,180000000.0,348902025.0
Planet of the Apes,08/09/2001 ,100000000.0,362211740.0
Planet of the Apes,08/09/2001 ,5800000.0,33398936.0
American Siege,01/07/2022 ,114400000.0,695973395.6
Six Swedish Girls at a Pump,09/19/1980 ,54000000.0,327139851.8
Kaguya-sama: Love Is War -The First Kiss That Never Ends-,02/09/2023 ,101800000.0,466916011.4
Erotic Ghost Story II,01/23/1991 ,170400000.0,140616760.0
X-Rated: The Greatest Adult Movies of All Time,02/06/2015 ,90000000.0,433079565.6
"South Park: Bigger, Longer & Uncut",07/15/1999 ,21000000.0,52037603.0
Words Bubble Up Like Soda Pop,07/22/2021 ,115400000.0,504117090.4
A Day to Die,03/04/2022 ,5000000.0,98616.0
Sonic Drone Home,05/24/2022 ,190000000.0,382903175.2
Tom and Jerry: The Fast and the Furry,10/11/2005 ,123440000.0,705791389.6
Beyond Infinity: Buzz and the Journey to Lightyear,06/10/2022 ,90100000.0,414551647.4
Pearl,03/16/2023 ,1000000.0,9423445.0
Nightbooks,09/15/2021 ,119600000.0,400881081.0
Queen of Spades,06/11/2021 ,89000000.0,356423971.8
Avatar: Scene Deconstruction,12/18/2009 ,90100000.0,414551647.4
The Curious Case of Benjamin Button,12/10/2008 ,160000000.0,329631958.0
Léon: The Professional,04/27/1995 ,16000000.0,45284974.0
Cloudy with a Chance of Meatballs,11/26/2009 ,100000000.0,236827677.0
"As Above, So Below",08/29/2014 ,5000000.0,41824066.0
The School of the Magical Animals,05/29/2022 ,11700000.0,13128530.0
Tarumama,07/29/2021 ,66500000.0,865251451.2
Fantastic Beasts: The Crimes of Grindelwald,11/22/2018 ,200000000.0,648455339.0
Focus,03/05/2015 ,65000000.0,168065700.0
Barbie Mariposa,02/26/2008 ,123000000.0,544213599.8
Ancient Chinese Whorehouse,09/15/1994 ,163600000.0,812667214.2
The School Teacher,07/11/1975 ,70800000.0,591573175.2
Darby and the Dead,12/02/2022 ,115200000.0,243434798.2
Monster House,06/30/2006 ,75000000.0,141267370.0
Evil Dead II,11/05/1987 ,3500000.0,5927557.0
Vesper,08/17/2022 ,44740000.0,889529.0
Teenage Mutant Ninja Turtles: Out of the Shadows,09/15/2016 ,135000000.0,245328374.0
Dragon Ball Super: Broly,01/24/2019 ,8500000.0,122747755.0
The Green Inferno,09/08/2013 ,1000000.0,12931420.0
The Angry Birds Movie,05/12/2016 ,73000000.0,352288341.0
Marmaduke,05/06/2022 ,50000000.0,89895930.0
I Spit on Your Grave III: Vengeance is Mine,11/04/2015 ,3970000.0,144420.0
Cloudy with a Chance of Meatballs 2,11/28/2013 ,78000000.0,274392649.0
Dragon Ball Z: Gather Together! Goku's World,09/17/1992 ,143000000.0,536922531.6
Porno document: Toruko tokkyû bin,02/26/1982 ,201000000.0,1569323843.8
Over the Hedge,06/15/2006 ,80000000.0,343397247.0
The Student,09/27/2015 ,167400000.0,997517367.8
Trollhunters: Rise of the Titans,07/21/2021 ,123600000.0,528996094.2
Hatching,05/26/2022 ,3896000.0,490000.0
Cinderella III: A Twist in Time,02/05/2007 ,132000000.0,527765510.6
Undisputed,08/23/2002 ,20000000.0,12398628.0
Night at the Museum: Secret of the Tomb,12/26/2014 ,127000000.0,353756621.0
Woody Woodpecker,10/05/2017 ,10000000.0,232887659.4
Gods of Egypt,02/25/2016 ,140000000.0,138836756.0
Valerian and the City of a Thousand Planets,08/10/2017 ,180000000.0,215098356.0
Bad Boys,04/27/1995 ,23000000.0,141247413.0
Snowpiercer,06/14/2014 ,40000000.0,86808204.0
Prison 77,09/23/2022 ,67800000.0,653988016.4
Ip Man: Kung Fu Master,04/01/2021 ,104900000.0,295956304.8
The Tax Collector,11/11/2020 ,30000000.0,1309971.0
Beverly Hills Chihuahua,10/03/2008 ,20000000.0,154218168.0
Anacondas: The Hunt for the Blood Orchid,10/07/2004 ,25000000.0,70326393.0
"Yes, No, or Maybe Half?",12/11/2020 ,117000000.0,310581759.0
Cuando Sea Joven,09/14/2022 ,121500000.0,895465912.4
All Saints,08/25/2017 ,2000000.0,5946780.0
Final Destination 3,04/27/2006 ,25000000.0,112798051.0
Invasion,01/01/2020 ,8819200.0,32104054.0
Sword Art Online: The Movie – Ordinal Scale,02/18/2017 ,52023622.6,20725409.0
Chor Nikal Ke Bhaga,03/24/2023 ,68200000.0,533415608.8
Saul: The Journey to Damascus,04/01/2014 ,81200000.0,472749495.2
Mission: Impossible III,05/04/2006 ,150000000.0,399387745.0
Más respeto que soy tu madre,09/08/2022 ,95240000.0,570086135.4
Martyrs,09/03/2008 ,6500000.0,1100000.0
The Medium,10/28/2021 ,29296922.0,7230000.0
All the Old Knives,04/08/2022 ,172000000.0,558932442.4
How I Became a Superhero,09/06/2020 ,18000000.0,136893678.6
Awake,06/09/2021 ,8600000.0,32968648.0
Queenpins,02/01/2022 ,7000000.0,245194227.0
"I, Robot",07/22/2004 ,105000000.0,348629585.0
The Passenger,10/07/2021 ,158740000.0,297572432.0
Sex Stories,01/01/1999 ,73800000.0,346352260.6
Bee Movie,12/06/2007 ,150000000.0,287594577.0
The Swimmers,10/09/2022 ,60800000.0,403954482.4
Umma,05/20/2022 ,5220017.8,2118582.0
The Pursuit of Happyness,01/11/2007 ,55000000.0,307311093.0
Diary of a Nymphomaniac,10/17/2008 ,127800000.0,578598408.0
Proximity,05/15/2020 ,87400000.0,429853402.0
Sucker Punch,04/07/2011 ,75000000.0,89758389.0
Rape Zombie: Lust of the Dead,02/26/2012 ,130600000.0,402321619.8
The Other Side of Heaven 2: Fire of Faith,06/28/2019 ,134000000.0,567719433.8
The Expendables 2,08/30/2012 ,100000000.0,311979256.0
Edge of Tomorrow,06/05/2014 ,178000000.0,367028980.0
Veneciafrenia,04/22/2022 ,146500000.0,321770184.6
Sinbad: Legend of the Seven Seas,07/03/2003 ,60000000.0,80767884.0
50 Greatest Harry Potter Moments,07/27/2011 ,79500000.0,708023892.4
Barbie in A Mermaid Tale,03/09/2010 ,30400000.0,16441438.0
Cyber Hell: Exposing an Internet Horror,05/18/2022 ,53600000.0,682429959.6
Dangerous Lesson,10/02/2020 ,119600000.0,362461687.2
The Voyeur,01/27/1994 ,152200000.0,866174577.8
Thirteen Lives,07/29/2022 ,55000000.0,276620676.6
Summit Fever,01/01/2023 ,115000000.0,604531768.4
Kiki's Delivery Service,06/13/1991 ,6900000.0,4493017.0
Saint Seiya: Evil Goddess Eris,07/18/1987 ,82840000.0,248933961.2
The Wild,09/28/2006 ,80000000.0,99010667.0
Saw 3D,10/26/2010 ,17000000.0,133735284.0
Justice League: The Flashpoint Paradox,07/30/2013 ,3500000.0,58191345.4
Mortal Kombat Legends: Scorpion's Revenge,05/20/2020 ,152800000.0,679406442.6
David and Goliath,03/13/2015 ,245000000.0,695603768.6
Blitz,07/01/2011 ,15774948.0,15800000.0
The Last Zombie,12/02/2021 ,89000000.0,356423971.8
Meet the Robinsons,03/23/2007 ,150000000.0,169332978.0
Edward Scissorhands,01/09/1991 ,20000000.0,53980220.0
The Matrix Revolutions,11/05/2003 ,150000000.0,427300260.0
Old People,10/07/2022 ,103600000.0,134150172.6
Hot Seat,07/01/2022 ,115000000.0,604531768.4
Anastasia,06/25/1998 ,53000000.0,139801096.0
"Barbie: Big City, Big Dreams",08/20/2021 ,128000000.0,835595551.6
The Grey,02/16/2012 ,25000000.0,81249176.0
Come Play With Me,02/25/2021 ,52000050.0,1753826.0
Dumb and Dumber To,01/01/2015 ,40000000.0,156553592.0
Alvin and the Chipmunks: The Squeakquel,12/26/2009 ,70000000.0,443483213.0
Never Back Down,03/27/2008 ,21000000.0,39319801.0
The Misfits,07/29/2021 ,4000000.0,8200000.0
Sooryavanshi,11/05/2021 ,13000000.0,37700000.0
Spoiler Alert,02/09/2023 ,90000000.0,480423590.2
The Patriot,07/20/2000 ,110000000.0,215300000.0
Saint Seiya: Warriors of the Final Holy Battle,03/18/1989 ,122200000.0,521690705.8
London Has Fallen,03/17/2016 ,60000000.0,195194085.0
Ghost in the Shell,03/30/2017 ,110000000.0,167910690.0
Rocky V,12/26/1990 ,42000000.0,119946358.0
Seobok: Project Clone,04/15/2021 ,161200000.0,220782511.8
The Legend of La Llorona,10/21/2011 ,90600000.0,645862042.6
Flushed Away,12/21/2006 ,149000000.0,179357126.0
Diary of a Wimpy Kid,12/03/2021 ,15000000.0,76954311.0
Texas Chainsaw 3D,01/04/2013 ,20000000.0,47666013.0
Star Trek,05/07/2009 ,140000000.0,386839614.0
Planes,09/19/2013 ,50000000.0,219788712.0
Something the Lord Made,05/30/2004 ,127200000.0,514937689.6
Blade,10/08/1998 ,45000000.0,131237688.0
Seed of Chucky,11/12/2004 ,29000000.0,24716190.0
Men in Black 3,05/24/2012 ,215000000.0,654213485.0
Skyfall,11/22/2012 ,200000000.0,1110526981.0
Final: The Rapture,09/13/2013 ,1543757.2,124561.0
Father Stu,05/12/2022 ,4000000.0,21806425.0
Young Sister-in-Law 3,12/05/2017 ,117600000.0,174067112.2
The Fox and the Hound,12/26/1981 ,12000000.0,29800000.0
Alice no Mundo da Internet,08/05/2022 ,47270000.0,329856760.8
Snow White and the Huntsman,06/21/2012 ,170000000.0,401021746.0
Last Shift,10/06/2015 ,134000000.0,492292832.2
Guinea Pig: Devil's Experiment,09/04/1985 ,57800000.0,519287241.4
The Walk,06/10/2022 ,35000000.0,61492104.0
Outside the Wire,01/15/2021 ,94800000.0,250162022.0
Whisper of the Heart,01/18/2006 ,128800000.0,1136130193.2
Private Lesson,12/16/2022 ,73480000.0,372756516.0
Monsters vs Aliens,04/02/2009 ,175000000.0,381509870.0
Legally Blonde,10/26/2001 ,18000000.0,141809235.0
Norbit,02/22/2007 ,10000000.0,159313561.0
Superman,12/21/1978 ,55000000.0,300200000.0
Sneakers,10/29/1992 ,23000000.0,105232691.0
The Apocalypse,12/09/2000 ,84600000.0,862758779.2
Full Metal Jacket,12/11/1987 ,30000000.0,45017134.0
The Hunchback of Notre Dame,09/12/1996 ,100000000.0,325500000.0
Megalodon,12/12/2018 ,130178.0,5303.0
War of the Worlds,06/29/2005 ,132000000.0,606836535.0
Ticket to Paradise,09/15/2022 ,60000000.0,172152007.0
Back to the Future Part II,12/07/1989 ,40000000.0,331971868.0
I'm innocent,01/15/2023 ,54000000.0,327139851.8
Life,03/23/2017 ,75000000.0,73521587.0
Life,03/23/2017 ,58000000.0,101815660.0
The Bribe of Heaven,03/17/2016 ,103740000.0,608633534.0
To All the Boys I've Loved Before,08/17/2018 ,105800000.0,667037174.8
I Spit on Your Grave 2,09/20/2013 ,36708225.8,678604.0
"Ruby Gillman, Teenage Kraken",06/30/2023 ,264940000.0,175269998.8
No Strings Attached,02/10/2011 ,25000000.0,149228078.0
Candyman,08/26/2021 ,25000000.0,77411570.0
Dog Gone,01/13/2023 ,113800000.0,283576013.8
The Punisher,06/03/2004 ,33000000.0,54533774.0
Death on the Nile,02/10/2022 ,90000000.0,130298184.0
Deuce Bigalow: Male Gigolo,01/06/2000 ,18000000.0,92935067.0
Lilo & Stitch 2: Stitch Has a Glitch,08/29/2005 ,126000000.0,707739512.0
The Shining,11/13/1980 ,19000000.0,45613093.0
Secret Society of Second Born Royals,09/25/2020 ,156000000.0,725574518.0
King Kong,12/14/2005 ,207000000.0,550517357.0
King Kong,12/14/2005 ,23000000.0,90614445.0
King Kong,12/14/2005 ,672000.0,10001781.0
Resident Evil: Vendetta,05/27/2017 ,176600000.0,577927735.6
Conan the Barbarian,08/18/2011 ,90000000.0,63356133.0
Conan the Barbarian,08/18/2011 ,20000000.0,79114085.0
The Wrath of God,06/15/2022 ,88600000.0,365470598.0
Dragon Ball: Episode of Bardock,12/17/2011 ,154000000.0,749502771.4
Police Academy,04/19/1984 ,4500000.0,81198894.0
Wrong Turn 6: Last Resort,10/14/2014 ,1200000.0,3174356.0
The Devil's Advocate,01/01/1998 ,57000000.0,152944660.0
The Grudge,01/30/2020 ,10000000.0,187281115.0
The Grudge,01/30/2020 ,10000000.0,49503117.0
Speed,06/30/1994 ,30000000.0,283200000.0
Batman: Death in the Family,10/13/2020 ,86800000.0,231173551.8
Cherry Magic! THE MOVIE,04/08/2022 ,96140000.0,594575394.8
White Snake,01/11/2019 ,11936735.0,61631776.0
Infinity Pool,05/11/2023 ,4500000.0,5078400.0
Psycho,09/21/1960 ,20000000.0,37226218.0
A Dog's Purpose,05/04/2017 ,22000000.0,205035819.0
Salt,08/19/2010 ,130000000.0,290650494.0
Sinister,11/01/2012 ,3000000.0,87727807.0
Shin Ultraman,05/13/2022 ,5900000.0,33800000.0
Barbie: A Fairy Secret,03/15/2011 ,66400000.0,318617662.4
The Old Way,04/01/2023 ,102400000.0,208453066.2
Blue Thermal,03/04/2022 ,190400000.0,1220832375.0
The Good Nurse,10/20/2022 ,118800000.0,806055991.2
Shutter,09/09/2004 ,8000000.0,47782426.0
Freddy vs. Jason,10/23/2003 ,25000000.0,114576403.0
I See You,07/10/2020 ,3000000.0,191599758.4
Overboard,05/04/2018 ,12000000.0,91244913.0
Enchanted,12/14/2007 ,85000000.0,340384141.0
Saw II,11/17/2005 ,5000000.0,152925093.0
The Exorcism of Carmen Farias,05/05/2021 ,922000.0,1474579.0
Cloverfield,01/17/2008 ,25000000.0,171302226.0
Barbie in A Mermaid Tale 2,03/06/2012 ,27220000.0,15489307.0
Saw III,11/02/2006 ,10000000.0,163876815.0
A Walk Among the Tombstones,09/19/2014 ,28000000.0,62108587.0
Home on the Range,09/16/2004 ,110000000.0,76482461.0
Hocus Pocus,07/16/1993 ,28000000.0,45147989.0
King Tweety,06/14/2022 ,111000000.0,294668448.4
The Polar Express,11/18/2004 ,170000000.0,312183437.0
The Fox and the Hound 2,11/09/2006 ,24000000.0,120165396.4
Young Sister-In-Law 2,02/08/2017 ,121400000.0,492196010.4
Kingdom: Ashin of the North,07/23/2021 ,134800000.0,489434716.4
Central Intelligence,07/08/2016 ,50000000.0,217194805.0
ParaNorman,01/10/2013 ,60000000.0,108119662.0
Dirty Grandpa,01/28/2016 ,11500000.0,105078449.0
The Case of the Bloody Iris,08/04/1972 ,110000000.0,244165005.2
Scott Pilgrim vs. the World,08/12/2010 ,85000000.0,48000000.0
Straight Outta Compton,08/27/2015 ,28000000.0,202182981.0
His Only Son,03/31/2023 ,174600000.0,175269998.8
Mission: Impossible II,06/01/2000 ,125000000.0,546388105.0
Underworld: Evolution,01/12/2006 ,45000000.0,113417762.0
The Stranger by the Shore,09/11/2020 ,112800000.0,842709295.0
Love Like the Falling Petals,03/24/2022 ,86000000.0,568108808.2
Unknown,02/17/2011 ,40000000.0,136123083.0
Unknown,02/17/2011 ,3700000.0,3355048.0
Amsterdam,10/06/2022 ,80000000.0,29400826.0
Men of Honor,07/26/2001 ,32000000.0,82339483.0
Violet Evergarden: Eternity and the Auto Memory Doll,09/06/2019 ,8745556.2,10841702.0
Insidious: Chapter 3,05/28/2015 ,10000000.0,112983889.0
Jonah Hex,08/05/2010 ,47000000.0,11022696.0
Alpha,09/27/2018 ,51000000.0,99624873.0
Men in Black II,07/03/2002 ,140000000.0,445135288.0
Kill Bill: Vol. 1,10/16/2003 ,30000000.0,180906076.0
The Mermaid,02/08/2016 ,60720000.0,553810228.0
Angel Guts: Red Porno,12/25/1981 ,119600000.0,362461687.2
Super 8,06/09/2011 ,50000000.0,257972745.0
Mario,02/22/2018 ,58000000.0,626713614.8
Planet of the Apes,02/07/1968 ,100000000.0,362211740.0
Planet of the Apes,02/07/1968 ,5800000.0,33398936.0
Godmothered,12/04/2020 ,93600000.0,551804687.0
Braveheart,06/01/1995 ,72000000.0,209045244.0
Julia,11/27/1974 ,6000000.0,1365108.0
Hitman's Wife's Bodyguard,06/24/2021 ,70000000.0,70060492.0
Geostorm,10/19/2017 ,100000000.0,220796009.0
The Time Capsule,07/06/2022 ,91200000.0,538716016.6
The Final Destination,10/15/2009 ,40000000.0,187384627.0
6 Underground,12/13/2019 ,150000000.0,0.0
Ip Man: The Awakening,09/16/2021 ,126371600.0,390628267.6
The NeverEnding Story,12/26/1984 ,27000000.0,20158808.0
High & Low The Worst X,09/09/2022 ,89900000.0,385422345.0
Women Talking,02/16/2023 ,30408000.0,7589419.0
Fantastic Four: Rise of the Silver Surfer,10/06/2007 ,120000000.0,289480691.0
The Departed,10/06/2006 ,90000000.0,289660619.0
Barbie in the Nutcracker,10/30/2002 ,98140000.0,494358731.6
Cannibal Holocaust,02/07/1980 ,100000.0,183851589.4
Porno,05/08/2020 ,83600000.0,373122738.8
Kick-Ass 2,08/08/2013 ,28000000.0,63129909.0
The Matrix Reloaded,05/16/2003 ,150000000.0,738576929.0
Don't Stop My Crazy Love for You,04/28/1993 ,101800000.0,858637629.0
Barbie as the Island Princess,09/18/2007 ,115500000.0,425732545.6
101 Dalmatians,12/05/1996 ,54000000.0,320689294.0
The Adventures of Sharkboy and Lavagirl,06/10/2005 ,50000000.0,71992655.0
Minions,06/18/2015 ,74000000.0,1157271759.0
Space Sweepers,02/05/2021 ,21000000.0,24571.0
Happy Feet Two,12/20/2011 ,135000000.0,157956462.0
The Boy Who Harnessed the Wind,02/14/2019 ,160000000.0,527512518.0
Nobody Sleeps in the Woods Tonight,03/13/2020 ,121600000.0,346296946.4
The Japanese Wife Next Door: Part 2,06/25/2004 ,110000000.0,271669045.6
Peter von Kant,07/06/2022 ,127800000.0,578598408.0
Raped by an Angel 4: The Rapist's Union,01/17/1999 ,97140000.0,181655466.4
Superman: Doomsday,11/20/2007 ,3500000.0,279809037.0
Robin Hood,05/12/2010 ,210000000.0,322459006.0
Robin Hood,05/12/2010 ,99000000.0,85210012.0
"Moses, Prince of Egypt",01/01/2000 ,80300000.0,321306715.6
Three Sexy Meals,11/09/2016 ,9541040.0,38139010.0
The Texas Chainsaw Massacre: The Beginning,11/16/2006 ,16000000.0,50517763.0
Dead Poets Society,07/21/1989 ,16400000.0,239500000.0
Jigsaw,10/27/2017 ,10000000.0,104223315.0
Oz the Great and Powerful,03/07/2013 ,200000000.0,490359051.0
Pan's Labyrinth,10/10/2006 ,19000000.0,83258226.0
Bruiser,12/02/2022 ,47220616.4,319773152.6
Greyhound,07/10/2020 ,50300000.0,0.0
Little Man,08/31/2006 ,64000000.0,101636047.0
Purpose of Reunion 2,08/31/2017 ,129200000.0,947468745.8
Kingdom of Heaven,05/05/2005 ,110000000.0,218674938.0
Black Hawk Down,02/21/2002 ,95000000.0,159691085.0
The New Mutants,09/03/2020 ,67000000.0,44608247.0
22 Jump Street,06/05/2014 ,50000000.0,331333876.0
The Angry Birds Movie 2,09/12/2019 ,65000000.0,152255188.0
Flipped,01/07/2011 ,14000000.0,4294635.0
The Handmaiden,06/18/2016 ,8575000.0,37767206.0
Nanny McPhee,01/12/2006 ,25000000.0,128745578.0
Jason Goes to Hell: The Final Friday,08/13/1993 ,3000000.0,15935068.0
The English Patient,11/14/1996 ,35000000.0,231710008.0
Universal Soldier: Regeneration,07/14/2010 ,14000000.0,875386.0
Zeros and Ones,03/01/2022 ,154600000.0,678277032.0
Dark Cloud,06/28/2022 ,126200000.0,381129532.6
Beautiful Teacher in Torture Hell,12/14/1985 ,109000000.0,385100558.0
King Arthur: Legend of the Sword,05/18/2017 ,175000000.0,139630336.0
Love and Monsters,04/14/2021 ,30000000.0,1131683.0
22 Bullets,03/23/2010 ,24000000.0,247131881.6
Eva,12/24/2021 ,91000000.0,507113605.4
Halloween,06/01/1979 ,15000000.0,77514401.0
Halloween,06/01/1979 ,10000000.0,255416089.0
Halloween,06/01/1979 ,325000.0,70274000.0
The Hunting,01/21/2022 ,147180000.0,222629230.6
Delicious Room Salon Service 2,09/30/2019 ,136400000.0,328929749.2
Elite Squad,02/20/2009 ,4000000.0,14759148.0
101 Dalmatians II: Patch's London Adventure,11/12/2002 ,131600000.0,520075508.0
A Clockwork Orange,02/10/1972 ,2200000.0,26589000.0
Blonde,09/28/2022 ,22000000.0,103705080.0
Machete,11/11/2010 ,12500000.0,46370970.0
The Bank Job,07/31/2008 ,20000000.0,66143005.0
"Love, Rosie",11/06/2014 ,31011149.2,4439431.0
I'm in Love with a Church Girl,10/18/2013 ,3000000.0,2503392.0
Curious Caterer: Dying for Chocolate,04/10/2022 ,94650000.0,177073227.2
Death Race 2,11/12/2010 ,7000000.0,49506597.0
Oldboy,05/20/2004 ,3000000.0,6219559.0
Living with Chucky,08/13/2022 ,112000000.0,269440443.4
Now You See Me 2,06/02/2016 ,90000000.0,328325007.0
Tentacles,02/12/2021 ,141400000.0,366483408.2
Barbie and the Three Musketeers,09/15/2009 ,115500000.0,425732545.6
Hulk,06/26/2003 ,137000000.0,245031679.0
Don't Leave,11/11/2022 ,114800000.0,384414469.8
The Call,05/16/2013 ,12800000.0,69821476.0
12 Angry Men,10/10/1957 ,340000.0,379.0
Once Upon a Deadpool,12/13/2018 ,115200000.0,498499412.2
A Nun's Curse,05/12/2020 ,92600000.0,353391998.4
The Professional Bridesmaid,04/08/2023 ,246000000.0,178359863.0
Pornocracy: The New Sex Multinationals,01/18/2017 ,41500000.0,298690257.2
Saint Seiya: Legend of Crimson Youth,07/23/1988 ,104800000.0,396856477.4
Skyline,11/11/2010 ,10000000.0,68264973.0
The Emoji Movie,09/14/2017 ,50000000.0,216564839.0
Phineas and Ferb: The Movie: Candace Against the Universe,08/28/2020 ,130000000.0,651222242.0
